api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description,seen_in_examples,mapped_api_found,mapping_relation,associated_mapped_apis
driver,Memory Management,memory_and_addressing,45,cuMemcpyDtoA,"CUresult cuMemcpyDtoA ( CUarray dstArray , size_t dstOffset , CUdeviceptr srcDevice , size_t ByteCount )",Copies memory from Device to Array.,no,,,
driver,Memory Management,memory_and_addressing,46,cuMemcpyDtoD,"CUresult cuMemcpyDtoD ( CUdeviceptr dstDevice , CUdeviceptr srcDevice , size_t ByteCount )",Copies memory from Device to Device.,no,,,
driver,Memory Management,memory_and_addressing,47,cuMemcpyDtoDAsync,"CUresult cuMemcpyDtoDAsync ( CUdeviceptr dstDevice , CUdeviceptr srcDevice , size_t ByteCount , CUstream hStream )",Copies memory from Device to Device.,yes,yes,one_to_one,cudaMemcpyAsync
driver,Memory Management,memory_and_addressing,48,cuMemcpyDtoH,"CUresult cuMemcpyDtoH ( void* dstHost , CUdeviceptr srcDevice , size_t ByteCount )",Copies memory from Device to Host.,yes,yes,one_to_many,cudaMemcpy;cudaMemcpyFromSymbol
driver,Memory Management,memory_and_addressing,49,cuMemcpyDtoHAsync,"CUresult cuMemcpyDtoHAsync ( void* dstHost , CUdeviceptr srcDevice , size_t ByteCount , CUstream hStream )",Copies memory from Device to Host.,yes,yes,one_to_one,cudaMemcpyAsync
driver,Memory Management,memory_and_addressing,50,cuMemcpyHtoA,"CUresult cuMemcpyHtoA ( CUarray dstArray , size_t dstOffset , const void* srcHost , size_t ByteCount )",Copies memory from Host to Array.,no,,,
driver,Memory Management,memory_and_addressing,51,cuMemcpyHtoAAsync,"CUresult cuMemcpyHtoAAsync ( CUarray dstArray , size_t dstOffset , const void* srcHost , size_t ByteCount , CUstream hStream )",Copies memory from Host to Array.,no,,,
driver,Memory Management,memory_and_addressing,52,cuMemcpyHtoD,"CUresult cuMemcpyHtoD ( CUdeviceptr dstDevice , const void* srcHost , size_t ByteCount )",Copies memory from Host to Device.,yes,yes,one_to_many,cudaMemcpy;cudaMemcpyToSymbol
driver,Memory Management,memory_and_addressing,53,cuMemcpyHtoDAsync,"CUresult cuMemcpyHtoDAsync ( CUdeviceptr dstDevice , const void* srcHost , size_t ByteCount , CUstream hStream )",Copies memory from Host to Device.,yes,yes,one_to_one,cudaMemcpyAsync
driver,Memory Management,memory_and_addressing,54,cuMemcpyPeer,"CUresult cuMemcpyPeer ( CUdeviceptr dstDevice , CUcontext dstContext , CUdeviceptr srcDevice , CUcontext srcContext , size_t ByteCount )",Copies device memory between two contexts.,no,,,
driver,Memory Management,memory_and_addressing,55,cuMemcpyPeerAsync,"CUresult cuMemcpyPeerAsync ( CUdeviceptr dstDevice , CUcontext dstContext , CUdeviceptr srcDevice , CUcontext srcContext , size_t ByteCount , CUstream hStream )",Copies device memory between two contexts asynchronously.,no,,,
driver,Memory Management,memory_and_addressing,56,cuMemsetD16,"CUresult cuMemsetD16 ( CUdeviceptr dstDevice , unsigned short us , size_t N )",Initializes device memory.,no,,,
driver,Memory Management,memory_and_addressing,57,cuMemsetD16Async,"CUresult cuMemsetD16Async ( CUdeviceptr dstDevice , unsigned short us , size_t N , CUstream hStream )",Sets device memory.,no,,,
driver,Memory Management,memory_and_addressing,58,cuMemsetD2D16,"CUresult cuMemsetD2D16 ( CUdeviceptr dstDevice , size_t dstPitch , unsigned short us , size_t Width , size_t Height )",Initializes device memory.,no,,,
driver,Memory Management,memory_and_addressing,59,cuMemsetD2D16Async,"CUresult cuMemsetD2D16Async ( CUdeviceptr dstDevice , size_t dstPitch , unsigned short us , size_t Width , size_t Height , CUstream hStream )",Sets device memory.,no,,,
driver,Memory Management,memory_and_addressing,60,cuMemsetD2D32,"CUresult cuMemsetD2D32 ( CUdeviceptr dstDevice , size_t dstPitch , unsigned int ui , size_t Width , size_t Height )",Initializes device memory.,no,,,
driver,Memory Management,memory_and_addressing,61,cuMemsetD2D32Async,"CUresult cuMemsetD2D32Async ( CUdeviceptr dstDevice , size_t dstPitch , unsigned int ui , size_t Width , size_t Height , CUstream hStream )",Sets device memory.,no,,,
driver,Memory Management,memory_and_addressing,62,cuMemsetD2D8,"CUresult cuMemsetD2D8 ( CUdeviceptr dstDevice , size_t dstPitch , unsigned char uc , size_t Width , size_t Height )",Initializes device memory.,yes,yes,one_to_many,cudaMemset2D;cudaMemset3D
driver,Memory Management,memory_and_addressing,63,cuMemsetD2D8Async,"CUresult cuMemsetD2D8Async ( CUdeviceptr dstDevice , size_t dstPitch , unsigned char uc , size_t Width , size_t Height , CUstream hStream )",Sets device memory.,no,,,
driver,Memory Management,memory_and_addressing,64,cuMemsetD32,"CUresult cuMemsetD32 ( CUdeviceptr dstDevice , unsigned int ui , size_t N )",Initializes device memory.,no,,,
driver,Memory Management,memory_and_addressing,65,cuMemsetD32Async,"CUresult cuMemsetD32Async ( CUdeviceptr dstDevice , unsigned int ui , size_t N , CUstream hStream )",Sets device memory.,no,,,
driver,Memory Management,memory_and_addressing,66,cuMemsetD8,"CUresult cuMemsetD8 ( CUdeviceptr dstDevice , unsigned char uc , size_t N )",Initializes device memory.,yes,yes,one_to_one,cudaMemset
driver,Memory Management,memory_and_addressing,67,cuMemsetD8Async,"CUresult cuMemsetD8Async ( CUdeviceptr dstDevice , unsigned char uc , size_t N , CUstream hStream )",Sets device memory.,yes,yes,one_to_one,cudaMemsetAsync
driver,Memory Management,memory_and_addressing,68,cuMipmappedArrayCreate,"CUresult cuMipmappedArrayCreate ( CUmipmappedArray * pHandle , const CUDA_ARRAY3D_DESCRIPTOR * pMipmappedArrayDesc , unsigned int numMipmapLevels )",Creates a CUDA mipmapped array.,yes,yes,one_to_one,cudaMallocMipmappedArray
driver,Memory Management,memory_and_addressing,69,cuMipmappedArrayDestroy,CUresult cuMipmappedArrayDestroy ( CUmipmappedArray hMipmappedArray ),Destroys a CUDA mipmapped array.,yes,yes,one_to_one,cudaFreeMipmappedArray
driver,Memory Management,memory_and_addressing,70,cuMipmappedArrayGetLevel,"CUresult cuMipmappedArrayGetLevel ( CUarray * pLevelArray , CUmipmappedArray hMipmappedArray , unsigned int level )",Gets a mipmap level of a CUDA mipmapped array.,yes,yes,one_to_one,cudaGetMipmappedArrayLevel
driver,Memory Management,memory_and_addressing,71,cuMipmappedArrayGetMemoryRequirements,"CUresult cuMipmappedArrayGetMemoryRequirements ( CUDA_ARRAY_MEMORY_REQUIREMENTS * memoryRequirements , CUmipmappedArray mipmap , CUdevice device )",Returns the memory requirements of a CUDA mipmapped array.,yes,yes,one_to_one,cudaMipmappedArrayGetMemoryRequirements
driver,Memory Management,memory_and_addressing,72,cuMipmappedArrayGetSparseProperties,"CUresult cuMipmappedArrayGetSparseProperties ( CUDA_ARRAY_SPARSE_PROPERTIES * sparseProperties , CUmipmappedArray mipmap )",Returns the layout properties of a sparse CUDA mipmapped array.,yes,yes,one_to_one,cudaMipmappedArrayGetSparseProperties
driver,Virtual Memory Management,memory_and_addressing,1,cuMemAddressFree,"CUresult cuMemAddressFree ( CUdeviceptr ptr , size_t size )",Free an address range reservation.,no,,,
driver,Virtual Memory Management,memory_and_addressing,2,cuMemAddressReserve,"CUresult cuMemAddressReserve ( CUdeviceptr * ptr , size_t size , size_t alignment , CUdeviceptr addr , unsigned long long flags )",Allocate an address range reservation.,no,,,
driver,Virtual Memory Management,memory_and_addressing,3,cuMemCreate,"CUresult cuMemCreate ( CUmemGenericAllocationHandle* handle , size_t size , const CUmemAllocationProp * prop , unsigned long long flags )",Create a CUDA memory handle representing a memory allocation of a given size described by the given properties.,no,,,
driver,Virtual Memory Management,memory_and_addressing,4,cuMemExportToShareableHandle,"CUresult cuMemExportToShareableHandle ( void* shareableHandle , CUmemGenericAllocationHandle handle , CUmemAllocationHandleType handleType , unsigned long long flags )",Exports an allocation to a requested shareable handle type.,no,,,
driver,Virtual Memory Management,memory_and_addressing,5,cuMemGetAccess,"CUresult cuMemGetAccess ( unsigned long long* flags , const CUmemLocation * location , CUdeviceptr ptr )",Get the access flags set for the given location and ptr .,no,,,
driver,Virtual Memory Management,memory_and_addressing,6,cuMemGetAllocationGranularity,"CUresult cuMemGetAllocationGranularity ( size_t* granularity , const CUmemAllocationProp * prop , CUmemAllocationGranularity_flags option )",Calculates either the minimal or recommended granularity.,no,,,
driver,Virtual Memory Management,memory_and_addressing,7,cuMemGetAllocationPropertiesFromHandle,"CUresult cuMemGetAllocationPropertiesFromHandle ( CUmemAllocationProp * prop , CUmemGenericAllocationHandle handle )",Retrieve the contents of the property structure defining properties for this handle.,no,,,
driver,Virtual Memory Management,memory_and_addressing,8,cuMemImportFromShareableHandle,"CUresult cuMemImportFromShareableHandle ( CUmemGenericAllocationHandle* handle , void* osHandle , CUmemAllocationHandleType shHandleType )",Imports an allocation from a requested shareable handle type.,no,,,
driver,Virtual Memory Management,memory_and_addressing,9,cuMemMap,"CUresult cuMemMap ( CUdeviceptr ptr , size_t size , size_t offset , CUmemGenericAllocationHandle handle , unsigned long long flags )",Maps an allocation handle to a reserved virtual address range.,no,,,
driver,Virtual Memory Management,memory_and_addressing,10,cuMemMapArrayAsync,"CUresult cuMemMapArrayAsync ( CUarrayMapInfo * mapInfoList , unsigned int count , CUstream hStream )",Maps or unmaps subregions of sparse CUDA arrays and sparse CUDA mipmapped arrays.,no,,,
driver,Virtual Memory Management,memory_and_addressing,11,cuMemRelease,CUresult cuMemRelease ( CUmemGenericAllocationHandle handle ),Release a memory handle representing a memory allocation which was previously allocated through cuMemCreate.,no,,,
driver,Virtual Memory Management,memory_and_addressing,12,cuMemRetainAllocationHandle,"CUresult cuMemRetainAllocationHandle ( CUmemGenericAllocationHandle* handle , void* addr )","Given an address addr , returns the allocation handle of the backing memory allocation.",no,,,
driver,Virtual Memory Management,memory_and_addressing,13,cuMemSetAccess,"CUresult cuMemSetAccess ( CUdeviceptr ptr , size_t size , const CUmemAccessDesc * desc , size_t count )",Set the access flags for each location specified in desc for the given virtual address range.,no,,,
driver,Virtual Memory Management,memory_and_addressing,14,cuMemUnmap,"CUresult cuMemUnmap ( CUdeviceptr ptr , size_t size )",Unmap the backing memory of a given address range.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,1,cuMemAllocAsync,"CUresult cuMemAllocAsync ( CUdeviceptr * dptr , size_t bytesize , CUstream hStream )",Allocates memory with stream ordered semantics.,yes,yes,one_to_one,cudaMallocAsync
driver,Stream Ordered Memory Allocator,memory_and_addressing,2,cuMemAllocFromPoolAsync,"CUresult cuMemAllocFromPoolAsync ( CUdeviceptr * dptr , size_t bytesize , CUmemoryPool pool , CUstream hStream )",Allocates memory from a specified pool with stream ordered semantics.,yes,yes,one_to_one,cudaMallocFromPoolAsync
driver,Stream Ordered Memory Allocator,memory_and_addressing,3,cuMemFreeAsync,"CUresult cuMemFreeAsync ( CUdeviceptr dptr , CUstream hStream )",Frees memory with stream ordered semantics.,yes,yes,one_to_one,cudaFreeAsync
driver,Stream Ordered Memory Allocator,memory_and_addressing,4,cuMemPoolCreate,"CUresult cuMemPoolCreate ( CUmemoryPool * pool , const CUmemPoolProps * poolProps )",Creates a memory pool.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,5,cuMemPoolDestroy,CUresult cuMemPoolDestroy ( CUmemoryPool pool ),Destroys the specified memory pool.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,6,cuMemPoolExportPointer,"CUresult cuMemPoolExportPointer ( CUmemPoolPtrExportData * shareData_out , CUdeviceptr ptr )",Export data to share a memory pool allocation between processes.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,7,cuMemPoolExportToShareableHandle,"CUresult cuMemPoolExportToShareableHandle ( void* handle_out , CUmemoryPool pool , CUmemAllocationHandleType handleType , unsigned long long flags )",Exports a memory pool to the requested handle type.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,8,cuMemPoolGetAccess,"CUresult cuMemPoolGetAccess ( CUmemAccess_flags * flags , CUmemoryPool memPool , CUmemLocation * location )",Returns the accessibility of a pool from a device.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,9,cuMemPoolGetAttribute,"CUresult cuMemPoolGetAttribute ( CUmemoryPool pool , CUmemPool_attribute attr , void* value )",Gets attributes of a memory pool.,yes,yes,one_to_one,cudaMemPoolGetAttribute
driver,Stream Ordered Memory Allocator,memory_and_addressing,10,cuMemPoolImportFromShareableHandle,"CUresult cuMemPoolImportFromShareableHandle ( CUmemoryPool * pool_out , void* handle , CUmemAllocationHandleType handleType , unsigned long long flags )",imports a memory pool from a shared handle.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,11,cuMemPoolImportPointer,"CUresult cuMemPoolImportPointer ( CUdeviceptr * ptr_out , CUmemoryPool pool , CUmemPoolPtrExportData * shareData )",Import a memory pool allocation from another process.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,12,cuMemPoolSetAccess,"CUresult cuMemPoolSetAccess ( CUmemoryPool pool , const CUmemAccessDesc * map , size_t count )",Controls visibility of pools between devices.,no,,,
driver,Stream Ordered Memory Allocator,memory_and_addressing,13,cuMemPoolSetAttribute,"CUresult cuMemPoolSetAttribute ( CUmemoryPool pool , CUmemPool_attribute attr , void* value )",Sets attributes of a memory pool.,yes,yes,one_to_one,cudaMemPoolSetAttribute
driver,Stream Ordered Memory Allocator,memory_and_addressing,14,cuMemPoolTrimTo,"CUresult cuMemPoolTrimTo ( CUmemoryPool pool , size_t minBytesToKeep )",Tries to release memory back to the OS.,yes,yes,one_to_one,cudaMemPoolTrimTo
driver,Multicast Object Management,memory_and_addressing,1,cuMulticastAddDevice,"CUresult cuMulticastAddDevice ( CUmemGenericAllocationHandle mcHandle , CUdevice dev )",Associate a device to a multicast object.,no,,,
driver,Multicast Object Management,memory_and_addressing,2,cuMulticastBindAddr,"CUresult cuMulticastBindAddr ( CUmemGenericAllocationHandle mcHandle , size_t mcOffset , CUdeviceptr memptr , size_t size , unsigned long long flags )",Bind a memory allocation represented by a virtual address to a multicast object.,no,,,
driver,Multicast Object Management,memory_and_addressing,3,cuMulticastBindMem,"CUresult cuMulticastBindMem ( CUmemGenericAllocationHandle mcHandle , size_t mcOffset , CUmemGenericAllocationHandle memHandle , size_t memOffset , size_t size , unsigned long long flags )",Bind a memory allocation represented by a handle to a multicast object.,no,,,
driver,Multicast Object Management,memory_and_addressing,4,cuMulticastCreate,"CUresult cuMulticastCreate ( CUmemGenericAllocationHandle* mcHandle , const CUmulticastObjectProp * prop )",Create a generic allocation handle representing a multicast object described by the given properties.,no,,,
driver,Multicast Object Management,memory_and_addressing,5,cuMulticastGetGranularity,"CUresult cuMulticastGetGranularity ( size_t* granularity , const CUmulticastObjectProp * prop , CUmulticastGranularity_flags option )",Calculates either the minimal or recommended granularity for multicast object.,no,,,
driver,Multicast Object Management,memory_and_addressing,6,cuMulticastUnbind,"CUresult cuMulticastUnbind ( CUmemGenericAllocationHandle mcHandle , CUdevice dev , size_t mcOffset , size_t size )",Unbind any memory allocations bound to a multicast object at a given offset and upto a given size.,no,,,
driver,Unified Addressing,memory_and_addressing,1,cuMemAdvise,"CUresult cuMemAdvise ( CUdeviceptr devPtr , size_t count , CUmem_advise advice , CUdevice device )",Advise about the usage of a given memory range.,yes,yes,one_to_one,cudaMemAdvise
driver,Unified Addressing,memory_and_addressing,2,cuMemAdvise_v2,"CUresult cuMemAdvise_v2 ( CUdeviceptr devPtr , size_t count , CUmem_advise advice , CUmemLocation location )",Advise about the usage of a given memory range.,yes,yes,one_to_one,cudaMemAdvise
driver,Unified Addressing,memory_and_addressing,3,cuMemPrefetchAsync,"CUresult cuMemPrefetchAsync ( CUdeviceptr devPtr , size_t count , CUdevice dstDevice , CUstream hStream )",Prefetches memory to the specified destination device.,yes,yes,one_to_one,cudaMemPrefetchAsync
driver,Unified Addressing,memory_and_addressing,4,cuMemPrefetchAsync_v2,"CUresult cuMemPrefetchAsync_v2 ( CUdeviceptr devPtr , size_t count , CUmemLocation location , unsigned int flags , CUstream hStream )",Prefetches memory to the specified destination location.,yes,yes,one_to_one,cudaMemPrefetchAsync
driver,Unified Addressing,memory_and_addressing,5,cuMemRangeGetAttribute,"CUresult cuMemRangeGetAttribute ( void* data , size_t dataSize , CUmem_range_attribute attribute , CUdeviceptr devPtr , size_t count )",Query an attribute of a given memory range.,yes,yes,one_to_one,cudaMemRangeGetAttribute
driver,Unified Addressing,memory_and_addressing,6,cuMemRangeGetAttributes,"CUresult cuMemRangeGetAttributes ( void** data , size_t* dataSizes , CUmem_range_attribute * attributes , size_t numAttributes , CUdeviceptr devPtr , size_t count )",Query attributes of a given memory range.,yes,yes,one_to_one,cudaMemRangeGetAttributes
driver,Unified Addressing,memory_and_addressing,7,cuPointerGetAttribute,"CUresult cuPointerGetAttribute ( void* data , CUpointer_attribute attribute , CUdeviceptr ptr )",Returns information about a pointer.,no,,,
driver,Unified Addressing,memory_and_addressing,8,cuPointerGetAttributes,"CUresult cuPointerGetAttributes ( unsigned int numAttributes , CUpointer_attribute * attributes , void** data , CUdeviceptr ptr )",Returns information about a pointer.,no,,,
driver,Unified Addressing,memory_and_addressing,9,cuPointerSetAttribute,"CUresult cuPointerSetAttribute ( const void* value , CUpointer_attribute attribute , CUdeviceptr ptr )",Set attributes on a previously allocated memory region.,no,,,
driver,Stream Management,stream_event_synchronization,1,cuStreamAddCallback,"CUresult cuStreamAddCallback ( CUstream hStream , CUstreamCallback callback , void* userData , unsigned int flags )",Add a callback to a compute stream.,no,,,
driver,Stream Management,stream_event_synchronization,2,cuStreamAttachMemAsync,"CUresult cuStreamAttachMemAsync ( CUstream hStream , CUdeviceptr dptr , size_t length , unsigned int flags )",Attach memory to a stream asynchronously.,yes,yes,one_to_one,cudaStreamAttachMemAsync
driver,Stream Management,stream_event_synchronization,3,cuStreamBeginCapture,"CUresult cuStreamBeginCapture ( CUstream hStream , CUstreamCaptureMode mode )",Begins graph capture on a stream.,no,,,
driver,Stream Management,stream_event_synchronization,4,cuStreamBeginCaptureToGraph,"CUresult cuStreamBeginCaptureToGraph ( CUstream hStream , CUgraph hGraph , const CUgraphNode * dependencies , const CUgraphEdgeData * dependencyData , size_t numDependencies , CUstreamCaptureMode mode )",Begins graph capture on a stream to an existing graph.,no,,,
driver,Stream Management,stream_event_synchronization,5,cuStreamCopyAttributes,"CUresult cuStreamCopyAttributes ( CUstream dst , CUstream src )",Copies attributes from source stream to destination stream.,no,,,
driver,Stream Management,stream_event_synchronization,6,cuStreamCreate,"CUresult cuStreamCreate ( CUstream * phStream , unsigned int Flags )",Create a stream.,yes,yes,one_to_many,cudaStreamCreate;cudaStreamCreateWithFlags
driver,Stream Management,stream_event_synchronization,7,cuStreamCreateWithPriority,"CUresult cuStreamCreateWithPriority ( CUstream * phStream , unsigned int flags , int priority )",Create a stream with the given priority.,yes,yes,one_to_one,cudaStreamCreateWithPriority
driver,Stream Management,stream_event_synchronization,8,cuStreamDestroy,CUresult cuStreamDestroy ( CUstream hStream ),Destroys a stream.,yes,yes,one_to_one,cudaStreamDestroy
driver,Stream Management,stream_event_synchronization,9,cuStreamEndCapture,"CUresult cuStreamEndCapture ( CUstream hStream , CUgraph * phGraph )","Ends capture on a stream, returning the captured graph.",no,,,
driver,Stream Management,stream_event_synchronization,10,cuStreamGetAttribute,"CUresult cuStreamGetAttribute ( CUstream hStream , CUstreamAttrID attr , CUstreamAttrValue * value_out )",Queries stream attribute.,no,,,
driver,Stream Management,stream_event_synchronization,11,cuStreamGetCaptureInfo,"CUresult cuStreamGetCaptureInfo ( CUstream hStream , CUstreamCaptureStatus * captureStatus_out , cuuint64_t* id_out , CUgraph * graph_out , const CUgraphNode ** dependencies_out , size_t* numDependencies_out )",Query a stream's capture state.,no,,,
driver,Stream Management,stream_event_synchronization,12,cuStreamGetCaptureInfo_v3,"CUresult cuStreamGetCaptureInfo_v3 ( CUstream hStream , CUstreamCaptureStatus * captureStatus_out , cuuint64_t* id_out , CUgraph * graph_out , const CUgraphNode ** dependencies_out , const CUgraphEdgeData ** edgeData_out , size_t* numDependencies_out )",Query a stream's capture state (12.3+).,no,,,
driver,Stream Management,stream_event_synchronization,13,cuStreamGetCtx,"CUresult cuStreamGetCtx ( CUstream hStream , CUcontext * pctx )",Query the context associated with a stream.,no,,,
driver,Stream Management,stream_event_synchronization,14,cuStreamGetCtx_v2,"CUresult cuStreamGetCtx_v2 ( CUstream hStream , CUcontext * pCtx , CUgreenCtx * pGreenCtx )",Query the contexts associated with a stream.,no,,,
driver,Stream Management,stream_event_synchronization,15,cuStreamGetFlags,"CUresult cuStreamGetFlags ( CUstream hStream , unsigned int* flags )",Query the flags of a given stream.,yes,yes,one_to_one,cudaStreamGetFlags
driver,Stream Management,stream_event_synchronization,16,cuStreamGetId,"CUresult cuStreamGetId ( CUstream hStream , unsigned long long* streamId )",Returns the unique Id associated with the stream handle supplied.,yes,yes,one_to_one,cudaStreamGetId
driver,Stream Management,stream_event_synchronization,17,cuStreamGetPriority,"CUresult cuStreamGetPriority ( CUstream hStream , int* priority )",Query the priority of a given stream.,yes,yes,one_to_one,cudaStreamGetPriority
driver,Stream Management,stream_event_synchronization,18,cuStreamIsCapturing,"CUresult cuStreamIsCapturing ( CUstream hStream , CUstreamCaptureStatus * captureStatus )",Returns a stream's capture status.,no,,,
driver,Stream Management,stream_event_synchronization,19,cuStreamQuery,CUresult cuStreamQuery ( CUstream hStream ),Determine status of a compute stream.,yes,yes,one_to_one,cudaStreamQuery
driver,Stream Management,stream_event_synchronization,20,cuStreamSetAttribute,"CUresult cuStreamSetAttribute ( CUstream hStream , CUstreamAttrID attr , const CUstreamAttrValue * value )",Sets stream attribute.,no,,,
driver,Stream Management,stream_event_synchronization,21,cuStreamSynchronize,CUresult cuStreamSynchronize ( CUstream hStream ),Wait until a stream's tasks are completed.,yes,yes,one_to_one,cudaStreamSynchronize
driver,Stream Management,stream_event_synchronization,22,cuStreamUpdateCaptureDependencies,"CUresult cuStreamUpdateCaptureDependencies ( CUstream hStream , CUgraphNode * dependencies , size_t numDependencies , unsigned int flags )",Update the set of dependencies in a capturing stream (11.3+).,no,,,
driver,Stream Management,stream_event_synchronization,23,cuStreamUpdateCaptureDependencies_v2,"CUresult cuStreamUpdateCaptureDependencies_v2 ( CUstream hStream , CUgraphNode * dependencies , const CUgraphEdgeData * dependencyData , size_t numDependencies , unsigned int flags )",Update the set of dependencies in a capturing stream (12.3+).,no,,,
driver,Stream Management,stream_event_synchronization,24,cuStreamWaitEvent,"CUresult cuStreamWaitEvent ( CUstream hStream , CUevent hEvent , unsigned int Flags )",Make a compute stream wait on an event.,yes,yes,one_to_one,cudaStreamWaitEvent
driver,Stream Management,stream_event_synchronization,25,cuThreadExchangeStreamCaptureMode,CUresult cuThreadExchangeStreamCaptureMode ( CUstreamCaptureMode * mode ),Swaps the stream capture interaction mode for a thread.,no,,,
driver,Event Management,stream_event_synchronization,1,cuEventCreate,"CUresult cuEventCreate ( CUevent * phEvent , unsigned int Flags )",Creates an event.,yes,yes,one_to_many,cudaEventCreate;cudaEventCreateWithFlags
driver,Event Management,stream_event_synchronization,2,cuEventDestroy,CUresult cuEventDestroy ( CUevent hEvent ),Destroys an event.,yes,yes,one_to_one,cudaEventDestroy
driver,Event Management,stream_event_synchronization,3,cuEventElapsedTime,"CUresult cuEventElapsedTime ( float* pMilliseconds , CUevent hStart , CUevent hEnd )",Computes the elapsed time between two events.,yes,yes,one_to_one,cudaEventElapsedTime
driver,Event Management,stream_event_synchronization,4,cuEventQuery,CUresult cuEventQuery ( CUevent hEvent ),Queries an event's status.,no,,,
driver,Event Management,stream_event_synchronization,5,cuEventRecord,"CUresult cuEventRecord ( CUevent hEvent , CUstream hStream )",Records an event.,yes,yes,one_to_one,cudaEventRecord
driver,Event Management,stream_event_synchronization,6,cuEventRecordWithFlags,"CUresult cuEventRecordWithFlags ( CUevent hEvent , CUstream hStream , unsigned int flags )",Records an event.,yes,yes,one_to_one,cudaEventRecordWithFlags
driver,Event Management,stream_event_synchronization,7,cuEventSynchronize,CUresult cuEventSynchronize ( CUevent hEvent ),Waits for an event to complete.,yes,yes,one_to_one,cudaEventSynchronize
driver,External Resource Interoperability,graphics_external_interop,1,cuDestroyExternalMemory,CUresult cuDestroyExternalMemory ( CUexternalMemory extMem ),Destroys an external memory object.,no,,,
driver,External Resource Interoperability,graphics_external_interop,2,cuDestroyExternalSemaphore,CUresult cuDestroyExternalSemaphore ( CUexternalSemaphore extSem ),Destroys an external semaphore.,no,,,
driver,External Resource Interoperability,graphics_external_interop,3,cuExternalMemoryGetMappedBuffer,"CUresult cuExternalMemoryGetMappedBuffer ( CUdeviceptr * devPtr , CUexternalMemory extMem , const CUDA_EXTERNAL_MEMORY_BUFFER_DESC * bufferDesc )",Maps a buffer onto an imported memory object.,no,,,
driver,External Resource Interoperability,graphics_external_interop,4,cuExternalMemoryGetMappedMipmappedArray,"CUresult cuExternalMemoryGetMappedMipmappedArray ( CUmipmappedArray * mipmap , CUexternalMemory extMem , const CUDA_EXTERNAL_MEMORY_MIPMAPPED_ARRAY_DESC * mipmapDesc )",Maps a CUDA mipmapped array onto an external memory object.,no,,,
driver,External Resource Interoperability,graphics_external_interop,5,cuImportExternalMemory,"CUresult cuImportExternalMemory ( CUexternalMemory * extMem_out , const CUDA_EXTERNAL_MEMORY_HANDLE_DESC * memHandleDesc )",Imports an external memory object.,no,,,
driver,External Resource Interoperability,graphics_external_interop,6,cuImportExternalSemaphore,"CUresult cuImportExternalSemaphore ( CUexternalSemaphore * extSem_out , const CUDA_EXTERNAL_SEMAPHORE_HANDLE_DESC * semHandleDesc )",Imports an external semaphore.,no,,,
driver,External Resource Interoperability,graphics_external_interop,7,cuSignalExternalSemaphoresAsync,"CUresult cuSignalExternalSemaphoresAsync ( const CUexternalSemaphore * extSemArray , const CUDA_EXTERNAL_SEMAPHORE_SIGNAL_PARAMS * paramsArray , unsigned int numExtSems , CUstream stream )",Signals a set of external semaphore objects.,no,,,
driver,External Resource Interoperability,graphics_external_interop,8,cuWaitExternalSemaphoresAsync,"CUresult cuWaitExternalSemaphoresAsync ( const CUexternalSemaphore * extSemArray , const CUDA_EXTERNAL_SEMAPHORE_WAIT_PARAMS * paramsArray , unsigned int numExtSems , CUstream stream )",Waits on a set of external semaphore objects.,no,,,
driver,Stream Memory Operations,memory_and_addressing,1,cuStreamBatchMemOp,"CUresult cuStreamBatchMemOp ( CUstream stream , unsigned int count , CUstreamBatchMemOpParams * paramArray , unsigned int flags )",Batch operations to synchronize the stream via memory operations.,no,,,
driver,Stream Memory Operations,memory_and_addressing,2,cuStreamWaitValue32,"CUresult cuStreamWaitValue32 ( CUstream stream , CUdeviceptr addr , cuuint32_t value , unsigned int flags )",Wait on a memory location.,no,,,
driver,Stream Memory Operations,memory_and_addressing,3,cuStreamWaitValue64,"CUresult cuStreamWaitValue64 ( CUstream stream , CUdeviceptr addr , cuuint64_t value , unsigned int flags )",Wait on a memory location.,no,,,
driver,Stream Memory Operations,memory_and_addressing,4,cuStreamWriteValue32,"CUresult cuStreamWriteValue32 ( CUstream stream , CUdeviceptr addr , cuuint32_t value , unsigned int flags )",Write a value to memory.,no,,,
driver,Stream Memory Operations,memory_and_addressing,5,cuStreamWriteValue64,"CUresult cuStreamWriteValue64 ( CUstream stream , CUdeviceptr addr , cuuint64_t value , unsigned int flags )",Write a value to memory.,no,,,
driver,Execution Control,execution_and_launch,1,cuFuncGetAttribute,"CUresult cuFuncGetAttribute ( int* pi , CUfunction_attribute attrib , CUfunction hfunc )",Returns information about a function.,yes,yes,one_to_one,cudaFuncGetAttributes
