api_source,module_name,functional_cluster,api_order_in_module,api_name,signature,description
runtime,Graph Management,graph_management,68,cudaGraphKernelNodeSetEnabled,"__device__ ​ cudaError_t cudaGraphKernelNodeSetEnabled ( cudaGraphDeviceNode_t node , bool enable )",Enables or disables the given kernel node.
runtime,Graph Management,graph_management,69,cudaGraphKernelNodeSetGridDim,"__device__ ​ cudaError_t cudaGraphKernelNodeSetGridDim ( cudaGraphDeviceNode_t node , dim3 gridDim )",Updates the grid dimensions of the given kernel node.
runtime,Graph Management,graph_management,70,cudaGraphKernelNodeSetParam,"template < typename T > __device__ ​ cudaError_t cudaGraphKernelNodeSetParam ( cudaGraphDeviceNode_t node , size_t offset , const T& value )",Updates the kernel parameters of the given kernel node.
runtime,Graph Management,graph_management,72,cudaGraphKernelNodeSetParams,"__host__ ​ cudaError_t cudaGraphKernelNodeSetParams ( cudaGraphNode_t node , const cudaKernelNodeParams * pNodeParams )",Sets a kernel node's parameters.
runtime,Graph Management,graph_management,73,cudaGraphKernelNodeUpdatesApply,"__device__ ​ cudaError_t cudaGraphKernelNodeUpdatesApply ( const cudaGraphKernelNodeUpdate * updates , size_t updateCount )",Batch applies multiple kernel node updates.
runtime,Graph Management,graph_management,74,cudaGraphLaunch,"__host__ ​ __device__ ​ cudaError_t cudaGraphLaunch ( cudaGraphExec_t graphExec , cudaStream_t stream )",Launches an executable graph in a stream.
runtime,Graph Management,graph_management,75,cudaGraphMemAllocNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemAllocNodeGetParams ( cudaGraphNode_t node , cudaMemAllocNodeParams * params_out )",Returns a memory alloc node's parameters.
runtime,Graph Management,graph_management,76,cudaGraphMemFreeNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemFreeNodeGetParams ( cudaGraphNode_t node , void* dptr_out )",Returns a memory free node's parameters.
runtime,Graph Management,graph_management,77,cudaGraphMemcpyNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemcpyNodeGetParams ( cudaGraphNode_t node , cudaMemcpy3DParms * pNodeParams )",Returns a memcpy node's parameters.
runtime,Graph Management,graph_management,78,cudaGraphMemcpyNodeSetParams,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParams ( cudaGraphNode_t node , const cudaMemcpy3DParms * pNodeParams )",Sets a memcpy node's parameters.
runtime,Graph Management,graph_management,79,cudaGraphMemcpyNodeSetParams1D,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParams1D ( cudaGraphNode_t node , void* dst , const void* src , size_t count , cudaMemcpyKind kind )",Sets a memcpy node's parameters to perform a 1-dimensional copy.
runtime,Graph Management,graph_management,80,cudaGraphMemcpyNodeSetParamsFromSymbol,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsFromSymbol ( cudaGraphNode_t node , void* dst , const void* symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy from a symbol on the device.
runtime,Graph Management,graph_management,81,cudaGraphMemcpyNodeSetParamsToSymbol,"__host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsToSymbol ( cudaGraphNode_t node , const void* symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy to a symbol on the device.
runtime,Graph Management,graph_management,82,cudaGraphMemsetNodeGetParams,"__host__ ​ cudaError_t cudaGraphMemsetNodeGetParams ( cudaGraphNode_t node , cudaMemsetParams * pNodeParams )",Returns a memset node's parameters.
runtime,Graph Management,graph_management,83,cudaGraphMemsetNodeSetParams,"__host__ ​ cudaError_t cudaGraphMemsetNodeSetParams ( cudaGraphNode_t node , const cudaMemsetParams * pNodeParams )",Sets a memset node's parameters.
runtime,Graph Management,graph_management,84,cudaGraphNodeFindInClone,"__host__ ​ cudaError_t cudaGraphNodeFindInClone ( cudaGraphNode_t * pNode , cudaGraphNode_t originalNode , cudaGraph_t clonedGraph )",Finds a cloned version of a node.
runtime,Graph Management,graph_management,85,cudaGraphNodeGetDependencies,"__host__ ​ cudaError_t cudaGraphNodeGetDependencies ( cudaGraphNode_t node , cudaGraphNode_t * pDependencies , size_t* pNumDependencies )",Returns a node's dependencies.
runtime,Graph Management,graph_management,86,cudaGraphNodeGetDependencies_v2,"__host__ ​ cudaError_t cudaGraphNodeGetDependencies_v2 ( cudaGraphNode_t node , cudaGraphNode_t * pDependencies , cudaGraphEdgeData * edgeData , size_t* pNumDependencies )",Returns a node's dependencies (12.3+).
runtime,Graph Management,graph_management,87,cudaGraphNodeGetDependentNodes,"__host__ ​ cudaError_t cudaGraphNodeGetDependentNodes ( cudaGraphNode_t node , cudaGraphNode_t * pDependentNodes , size_t* pNumDependentNodes )",Returns a node's dependent nodes.
runtime,Graph Management,graph_management,88,cudaGraphNodeGetDependentNodes_v2,"__host__ ​ cudaError_t cudaGraphNodeGetDependentNodes_v2 ( cudaGraphNode_t node , cudaGraphNode_t * pDependentNodes , cudaGraphEdgeData * edgeData , size_t* pNumDependentNodes )",Returns a node's dependent nodes (12.3+).
runtime,Graph Management,graph_management,89,cudaGraphNodeGetEnabled,"__host__ ​ cudaError_t cudaGraphNodeGetEnabled ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , unsigned int* isEnabled )",Query whether a node in the given graphExec is enabled.
runtime,Graph Management,graph_management,90,cudaGraphNodeGetType,"__host__ ​ cudaError_t cudaGraphNodeGetType ( cudaGraphNode_t node , cudaGraphNodeType * pType )",Returns a node's type.
runtime,Graph Management,graph_management,91,cudaGraphNodeSetEnabled,"__host__ ​ cudaError_t cudaGraphNodeSetEnabled ( cudaGraphExec_t hGraphExec , cudaGraphNode_t hNode , unsigned int isEnabled )",Enables or disables the specified node in the given graphExec.
runtime,Graph Management,graph_management,92,cudaGraphNodeSetParams,"__host__ ​ cudaError_t cudaGraphNodeSetParams ( cudaGraphNode_t node , cudaGraphNodeParams * nodeParams )",Update's a graph node's parameters.
runtime,Graph Management,graph_management,93,cudaGraphReleaseUserObject,"__host__ ​ cudaError_t cudaGraphReleaseUserObject ( cudaGraph_t graph , cudaUserObject_t object , unsigned int count = 1 )",Release a user object reference from a graph.
runtime,Graph Management,graph_management,94,cudaGraphRemoveDependencies,"__host__ ​ cudaError_t cudaGraphRemoveDependencies ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , size_t numDependencies )",Removes dependency edges from a graph.
runtime,Graph Management,graph_management,95,cudaGraphRemoveDependencies_v2,"__host__ ​ cudaError_t cudaGraphRemoveDependencies_v2 ( cudaGraph_t graph , const cudaGraphNode_t * from , const cudaGraphNode_t * to , const cudaGraphEdgeData * edgeData , size_t numDependencies )",Removes dependency edges from a graph. (12.3+).
runtime,Graph Management,graph_management,96,cudaGraphRetainUserObject,"__host__ ​ cudaError_t cudaGraphRetainUserObject ( cudaGraph_t graph , cudaUserObject_t object , unsigned int count = 1 , unsigned int flags = 0 )",Retain a reference to a user object from a graph.
runtime,Graph Management,graph_management,97,cudaGraphSetConditional,"__device__ ​ void cudaGraphSetConditional ( cudaGraphConditionalHandle handle , unsigned int value )",Sets the condition value associated with a conditional node.
runtime,Graph Management,graph_management,98,cudaGraphUpload,"__host__ ​ cudaError_t cudaGraphUpload ( cudaGraphExec_t graphExec , cudaStream_t stream )",Uploads an executable graph in a stream.
runtime,Graph Management,graph_management,99,cudaUserObjectCreate,"__host__ ​ cudaError_t cudaUserObjectCreate ( cudaUserObject_t * object_out , void* ptr , cudaHostFn_t destroy , unsigned int initialRefcount , unsigned int flags )",Create a user object.
runtime,Graph Management,graph_management,100,cudaUserObjectRelease,"__host__ ​ cudaError_t cudaUserObjectRelease ( cudaUserObject_t object , unsigned int count = 1 )",Release a reference to a user object.
runtime,Graph Management,graph_management,101,cudaUserObjectRetain,"__host__ ​ cudaError_t cudaUserObjectRetain ( cudaUserObject_t object , unsigned int count = 1 )",Retain a reference to a user object.
runtime,Driver Entry Point Access,module_library_entrypoint,1,cudaGetDriverEntryPoint,"__host__ ​ cudaError_t cudaGetDriverEntryPoint ( const char* symbol , void** funcPtr , unsigned long long flags , cudaDriverEntryPointQueryResult * driverStatus = NULL )",Returns the requested driver API function pointer.
runtime,Driver Entry Point Access,module_library_entrypoint,2,cudaGetDriverEntryPointByVersion,"__host__ ​ cudaError_t cudaGetDriverEntryPointByVersion ( const char* symbol , void** funcPtr , unsigned int cudaVersion , unsigned long long flags , cudaDriverEntryPointQueryResult * driverStatus = NULL )",Returns the requested driver API function pointer by CUDA version.
runtime,C++ API Routines,other,1,cudaCreateChannelDesc,template < class T > __host__ ​ cudaChannelFormatDesc cudaCreateChannelDesc ( void ),[C++ API] Returns a channel descriptor using the specified format
runtime,C++ API Routines,other,2,cudaEventCreate,"__host__ ​ cudaError_t cudaEventCreate ( cudaEvent_t * event , unsigned int flags )",[C++ API] Creates an event object with the specified flags
runtime,C++ API Routines,other,3,cudaFuncGetAttributes,"template < class T > __host__ ​ cudaError_t cudaFuncGetAttributes ( cudaFuncAttributes * attr , T* entry )",[C++ API] Find out attributes for a given function
runtime,C++ API Routines,other,4,cudaFuncGetName,"template < class T > __host__ ​ cudaError_t cudaFuncGetName ( const char** name , T* func )",Returns the function name for a device entry function pointer.
runtime,C++ API Routines,other,5,cudaFuncSetAttribute,"template < class T > __host__ ​ cudaError_t cudaFuncSetAttribute ( T* func , cudaFuncAttribute attr , int value )",[C++ API] Set attributes for a given function
runtime,C++ API Routines,other,6,cudaFuncSetCacheConfig,"template < class T > __host__ ​ cudaError_t cudaFuncSetCacheConfig ( T* func , cudaFuncCache cacheConfig )",[C++ API] Sets the preferred cache configuration for a device function
runtime,C++ API Routines,other,7,cudaGetKernel,"template < class T > __host__ ​ cudaError_t cudaGetKernel ( cudaKernel_t * kernelPtr , T* func )",Get pointer to device kernel that matches entry function entryFuncAddr .
runtime,C++ API Routines,other,8,cudaGetSymbolAddress,"template < class T > __host__ ​ cudaError_t cudaGetSymbolAddress ( void** devPtr , const T& symbol )",[C++ API] Finds the address associated with a CUDA symbol
runtime,C++ API Routines,other,9,cudaGetSymbolSize,"template < class T > __host__ ​ cudaError_t cudaGetSymbolSize ( size_t* size , const T& symbol )",[C++ API] Finds the size of the object associated with a CUDA symbol
runtime,C++ API Routines,other,10,cudaGraphAddMemcpyNodeFromSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphAddMemcpyNodeFromSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , void* dst , const T& symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy from a symbol on the device and adds it to a graph.
runtime,C++ API Routines,other,11,cudaGraphAddMemcpyNodeToSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphAddMemcpyNodeToSymbol ( cudaGraphNode_t * pGraphNode , cudaGraph_t graph , const cudaGraphNode_t * pDependencies , size_t numDependencies , const T& symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Creates a memcpy node to copy to a symbol on the device and adds it to a graph.
runtime,C++ API Routines,other,12,cudaGraphExecMemcpyNodeSetParamsFromSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsFromSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , void* dst , const T& symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy from a symbol on the device.
runtime,C++ API Routines,other,13,cudaGraphExecMemcpyNodeSetParamsToSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphExecMemcpyNodeSetParamsToSymbol ( cudaGraphExec_t hGraphExec , cudaGraphNode_t node , const T& symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets the parameters for a memcpy node in the given graphExec to copy to a symbol on the device.
runtime,C++ API Routines,other,14,cudaGraphInstantiate,"__host__ ​ cudaError_t cudaGraphInstantiate ( cudaGraphExec_t * pGraphExec , cudaGraph_t graph , cudaGraphNode_t * pErrorNode , char* pLogBuffer , size_t bufferSize )",Creates an executable graph from a graph.
runtime,C++ API Routines,other,15,cudaGraphMemcpyNodeSetParamsFromSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsFromSymbol ( cudaGraphNode_t node , void* dst , const T& symbol , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy from a symbol on the device.
runtime,C++ API Routines,other,16,cudaGraphMemcpyNodeSetParamsToSymbol,"template < class T > __host__ ​ cudaError_t cudaGraphMemcpyNodeSetParamsToSymbol ( cudaGraphNode_t node , const T& symbol , const void* src , size_t count , size_t offset , cudaMemcpyKind kind )",Sets a memcpy node's parameters to copy to a symbol on the device.
runtime,C++ API Routines,other,17,cudaLaunchCooperativeKernel,"template < class T > __host__ ​ cudaError_t cudaLaunchCooperativeKernel ( T* func , dim3 gridDim , dim3 blockDim , void** args , size_t sharedMem = 0 , cudaStream_t stream = 0 )",Launches a device function.
runtime,C++ API Routines,other,18,cudaLaunchKernel,"template < class T > __host__ ​ cudaError_t cudaLaunchKernel ( T* func , dim3 gridDim , dim3 blockDim , void** args , size_t sharedMem = 0 , cudaStream_t stream = 0 )",Launches a device function.
runtime,C++ API Routines,other,19,cudaLaunchKernelEx,"template < typename... ExpTypes, typename... ActTypes > __host__ ​ cudaError_t cudaLaunchKernelEx ( const cudaLaunchConfig_t * config , void(*)(ExpTypes...) kernel , ActTypes &&... args )",Launches a CUDA function with launch-time configuration.
runtime,C++ API Routines,other,20,cudaMallocAsync,"__host__ ​ cudaError_t cudaMallocAsync ( void** ptr , size_t size , cudaMemPool_t memPool , cudaStream_t stream )",Allocate from a pool.
runtime,C++ API Routines,other,21,cudaMallocHost,"__host__ ​ cudaError_t cudaMallocHost ( void** ptr , size_t size , unsigned int flags )",[C++ API] Allocates page-locked memory on the host
runtime,C++ API Routines,other,22,cudaMallocManaged,"template < class T > __host__ ​ cudaError_t cudaMallocManaged ( T** devPtr , size_t size , unsigned int flags = cudaMemAttachGlobal )",Allocates memory that will be automatically managed by the Unified Memory system.
runtime,C++ API Routines,other,23,cudaMemAdvise,"template < class T > cudaError_t cudaMemAdvise ( T* devPtr , size_t count , cudaMemoryAdvise advice , cudaMemLocation location )",Advise about the usage of a given memory range.
runtime,C++ API Routines,other,24,cudaMemcpyFromSymbol,"template < class T > __host__ ​ cudaError_t cudaMemcpyFromSymbol ( void* dst , const T& symbol , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyDeviceToHost )",[C++ API] Copies data from the given symbol on the device
runtime,C++ API Routines,other,25,cudaMemcpyFromSymbolAsync,"template < class T > __host__ ​ cudaError_t cudaMemcpyFromSymbolAsync ( void* dst , const T& symbol , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyDeviceToHost , cudaStream_t stream = 0 )",[C++ API] Copies data from the given symbol on the device
runtime,C++ API Routines,other,26,cudaMemcpyToSymbol,"template < class T > __host__ ​ cudaError_t cudaMemcpyToSymbol ( const T& symbol , const void* src , size_t count , size_t offset = 0 , cudaMemcpyKind kind = cudaMemcpyHostToDevice )",[C++ API] Copies data to the given symbol on the device
